Bahasa Indonesia,Bahasa Inggris,Matematika,Fisika,Biologi,Seni,Geografi,Sejarah,Pendidikan Jasmani,Kewirausahaan,Ekonomi,MBTI,Hobi,Gaya Belajar,Jurusan Kuliah
80,86,68,58,51,92,62,77,72,83,88,INFP,Menggambar,Kinestetik,Desain Grafis
73,86,58,45,59,91,66,66,60,84,90,ISFP,Menggambar,Kinestetik,Desain Grafis
80,80,63,42,52,97,75,72,82,78,83,ISFP,Menggambar,Visual,Desain Grafis
87,73,59,40,59,91,72,77,70,70,79,ISFP,Menggambar,Auditori,Desain Grafis
82,72,66,45,62,100,62,69,60,73,75,ISFP,Menggambar,Visual,Desain Grafis
86,87,56,57,53,93,69,71,84,83,76,ISFP,Menggambar,Kinestetik,Desain Grafis
75,90,50,59,54,96,64,63,74,79,77,ISFP,Fotografi,Visual,Desain Grafis
82,71,54,53,58,94,73,68,84,74,72,INFP,Fotografi,Visual,Desain Grafis
82,76,65,48,55,100,65,74,74,88,88,ISFP,Menggambar,Auditori,Desain Grafis
80,74,55,44,55,98,73,78,65,73,85,INFP,Menggambar,Visual,Desain Grafis
85,89,54,42,57,99,75,66,69,90,75,INFP,Menggambar,Auditori,Desain Grafis
76,80,62,55,63,98,68,70,80,85,89,INFP,Fotografi,Kinestetik,Desain Grafis
77,82,67,52,65,98,63,79,67,77,83,INFP,Fotografi,Visual,Desain Grafis
70,78,56,52,55,94,64,60,63,79,76,INFP,Menggambar,Visual,Desain Grafis
76,86,70,59,53,93,65,70,71,89,75,ISFP,Fotografi,Kinestetik,Desain Grafis
81,88,55,47,56,93,80,76,71,84,74,ISFP,Menggambar,Kinestetik,Desain Grafis
77,86,62,56,63,96,73,61,73,78,84,ISFP,Menggambar,Auditori,Desain Grafis
74,73,70,54,57,97,76,62,72,76,90,INFP,Menggambar,Auditori,Desain Grafis
70,81,60,40,60,98,68,65,83,82,74,ISFP,Menggambar,Kinestetik,Desain Grafis
75,70,62,58,57,92,72,66,82,89,84,INFP,Fotografi,Auditori,Desain Grafis
87,80,66,43,65,93,75,64,68,71,81,ISFP,Fotografi,Kinestetik,Desain Grafis
79,79,56,43,56,92,77,70,66,84,90,INFP,Fotografi,Auditori,Desain Grafis
89,73,54,40,60,99,63,72,78,90,84,ISFP,Fotografi,Kinestetik,Desain Grafis
85,74,58,46,60,96,70,71,71,73,79,ISFP,Menggambar,Visual,Desain Grafis
80,71,69,56,52,93,69,78,84,78,73,INFP,Fotografi,Auditori,Desain Grafis
81,73,57,50,65,90,66,61,66,87,90,ISFP,Fotografi,Visual,Desain Grafis
85,74,53,43,56,98,68,79,79,84,73,ISFP,Menggambar,Kinestetik,Desain Grafis
74,70,68,56,54,90,79,65,80,88,74,ISFP,Menggambar,Auditori,Desain Grafis
74,71,55,59,60,100,70,65,63,70,70,ISFP,Menggambar,Visual,Desain Grafis
77,83,65,52,64,92,60,77,64,79,86,ISFP,Menggambar,Auditori,Desain Grafis
71,81,61,55,59,90,61,69,63,82,71,ISFP,Menggambar,Kinestetik,Desain Grafis
74,72,67,54,51,90,79,66,82,80,70,INFP,Menggambar,Visual,Desain Grafis
87,73,62,47,64,94,67,80,62,86,79,ISFP,Fotografi,Kinestetik,Desain Grafis
84,74,58,49,57,92,61,66,76,72,80,INFP,Menggambar,Kinestetik,Desain Grafis
86,72,50,45,64,98,72,79,68,85,88,INFP,Menggambar,Kinestetik,Desain Grafis
80,88,55,55,56,90,78,61,78,71,71,ISFP,Menggambar,Auditori,Desain Grafis
88,86,70,58,56,90,60,65,70,79,84,INFP,Fotografi,Auditori,Desain Grafis
73,75,70,42,57,91,60,60,74,76,85,INFP,Fotografi,Auditori,Desain Grafis
80,83,64,41,60,100,78,79,66,85,72,INFP,Fotografi,Kinestetik,Desain Grafis
74,84,61,50,50,92,79,66,78,83,71,ISFP,Fotografi,Visual,Desain Grafis
74,74,68,45,59,90,80,63,68,82,86,ISFP,Menggambar,Auditori,Desain Grafis
76,76,50,48,59,97,68,70,79,83,86,ISFP,Menggambar,Kinestetik,Desain Grafis
89,86,55,44,55,96,74,73,84,78,79,ISFP,Menggambar,Kinestetik,Desain Grafis
73,87,60,46,56,94,63,68,63,79,89,ISFP,Fotografi,Visual,Desain Grafis
88,71,59,48,56,95,61,78,72,81,73,ISFP,Fotografi,Auditori,Desain Grafis
83,79,59,44,57,98,64,71,61,80,82,ISFP,Fotografi,Auditori,Desain Grafis
75,84,54,46,50,99,66,60,61,83,90,INFP,Fotografi,Kinestetik,Desain Grafis
74,79,56,60,62,93,78,68,66,74,72,INFP,Fotografi,Kinestetik,Desain Grafis
85,82,56,40,61,99,61,71,75,83,90,INFP,Menggambar,Visual,Desain Grafis
77,79,50,46,61,100,69,80,61,86,86,INFP,Menggambar,Auditori,Desain Grafis
88,89,63,49,54,90,61,76,65,72,85,INFP,Fotografi,Auditori,Desain Grafis
89,75,52,44,56,98,62,79,61,76,82,ISFP,Fotografi,Visual,Desain Grafis
84,72,64,57,61,90,71,69,72,78,77,INFP,Menggambar,Visual,Desain Grafis
86,74,54,60,58,96,68,71,68,76,86,ISFP,Menggambar,Auditori,Desain Grafis
85,85,62,40,57,100,72,63,70,72,71,INFP,Fotografi,Kinestetik,Desain Grafis
82,71,58,40,54,94,66,62,75,82,76,INFP,Menggambar,Visual,Desain Grafis
79,81,68,58,62,100,60,76,69,75,88,INFP,Fotografi,Kinestetik,Desain Grafis
72,79,69,45,53,92,74,73,65,74,86,INFP,Menggambar,Kinestetik,Desain Grafis
71,82,52,58,58,92,74,80,75,89,86,INFP,Menggambar,Auditori,Desain Grafis
70,76,50,54,55,96,77,75,85,85,85,INFP,Fotografi,Kinestetik,Desain Grafis
77,89,54,45,56,92,80,74,81,79,73,ISFP,Menggambar,Kinestetik,Desain Grafis
86,70,59,44,54,95,75,71,69,72,81,ISFP,Fotografi,Visual,Desain Grafis
74,86,64,54,61,93,76,61,67,81,74,ISFP,Menggambar,Visual,Desain Grafis
74,71,62,48,52,92,62,61,66,86,81,INFP,Menggambar,Visual,Desain Grafis
74,81,53,41,50,96,72,62,63,83,74,INFP,Menggambar,Visual,Desain Grafis
71,89,66,48,56,99,64,79,62,72,77,INFP,Menggambar,Visual,Desain Grafis
74,86,64,41,64,91,64,64,60,87,77,INFP,Menggambar,Visual,Desain Grafis
70,87,66,50,61,93,69,66,85,88,84,ISFP,Menggambar,Kinestetik,Desain Grafis
78,78,60,42,50,93,61,80,73,72,83,ISFP,Fotografi,Visual,Desain Grafis
85,74,59,59,50,95,76,68,62,87,76,INFP,Fotografi,Visual,Desain Grafis
81,83,57,44,61,95,68,70,81,83,76,INFP,Menggambar,Visual,Desain Grafis
73,81,60,47,59,93,66,75,73,71,80,ISFP,Menggambar,Auditori,Desain Grafis
81,71,70,49,65,92,76,74,78,82,80,INFP,Fotografi,Auditori,Desain Grafis
70,84,62,59,51,97,76,77,74,83,81,INFP,Fotografi,Auditori,Desain Grafis
75,74,65,49,64,90,69,73,76,71,79,ISFP,Menggambar,Kinestetik,Desain Grafis
80,83,68,57,57,100,74,66,73,89,76,INFP,Fotografi,Kinestetik,Desain Grafis
81,80,61,46,56,96,60,60,82,84,88,INFP,Fotografi,Kinestetik,Desain Grafis
84,79,66,47,65,91,77,74,67,90,71,ISFP,Menggambar,Auditori,Desain Grafis
72,73,61,49,59,98,72,75,80,88,79,INFP,Fotografi,Auditori,Desain Grafis
74,86,57,59,57,90,78,66,76,80,72,INFP,Menggambar,Kinestetik,Desain Grafis
78,70,64,53,55,98,74,62,71,74,80,INFP,Fotografi,Visual,Desain Grafis
82,74,65,44,57,96,77,79,62,85,80,INFP,Menggambar,Visual,Desain Grafis
70,80,69,54,53,93,78,68,65,79,80,ISFP,Fotografi,Visual,Desain Grafis
80,72,65,50,53,99,72,62,83,88,87,INFP,Fotografi,Kinestetik,Desain Grafis
90,86,52,60,62,100,79,76,82,88,73,INFP,Fotografi,Auditori,Desain Grafis
72,73,64,49,62,100,80,78,79,86,84,INFP,Fotografi,Visual,Desain Grafis
83,75,66,46,50,94,70,68,74,82,77,INFP,Menggambar,Visual,Desain Grafis
87,73,64,56,57,94,66,61,74,76,85,ISFP,Menggambar,Auditori,Desain Grafis
73,90,51,49,57,91,79,78,74,72,80,INFP,Fotografi,Visual,Desain Grafis
74,84,60,57,64,91,77,62,74,70,78,ISFP,Menggambar,Auditori,Desain Grafis
77,82,53,52,54,99,74,80,80,80,88,ISFP,Fotografi,Kinestetik,Desain Grafis
86,80,69,53,56,94,69,71,70,82,76,ISFP,Menggambar,Kinestetik,Desain Grafis
85,80,55,59,55,99,66,62,62,87,72,ISFP,Menggambar,Auditori,Desain Grafis
79,79,56,59,65,94,80,64,63,77,75,ISFP,Menggambar,Kinestetik,Desain Grafis
85,75,50,53,51,96,68,71,76,87,88,ISFP,Fotografi,Auditori,Desain Grafis
82,82,58,56,51,93,73,62,70,88,82,INFP,Fotografi,Auditori,Desain Grafis
73,75,56,49,54,100,73,63,71,78,85,INFP,Fotografi,Auditori,Desain Grafis
83,85,60,53,62,98,67,79,81,75,90,ISFP,Menggambar,Kinestetik,Desain Grafis
75,71,57,56,64,90,68,80,78,78,80,ISFP,Fotografi,Visual,Desain Grafis
87,84,59,52,59,93,62,76,75,85,76,INFP,Fotografi,Auditori,Desain Grafis
83,82,61,60,52,91,73,70,61,78,87,INFP,Fotografi,Auditori,Desain Grafis
71,83,60,43,63,99,77,60,74,70,85,INFP,Menggambar,Visual,Desain Grafis
81,70,64,40,58,92,78,74,68,79,79,INFP,Fotografi,Auditori,Desain Grafis
70,75,53,48,57,96,78,67,69,71,72,ISFP,Menggambar,Kinestetik,Desain Grafis
73,89,59,49,62,90,70,74,69,72,74,ISFP,Menggambar,Visual,Desain Grafis
87,81,62,49,65,94,67,67,62,70,82,ISFP,Fotografi,Visual,Desain Grafis
74,77,69,45,61,93,65,65,64,80,83,INFP,Fotografi,Kinestetik,Desain Grafis
82,88,67,43,65,100,60,70,72,78,87,ISFP,Fotografi,Auditori,Desain Grafis
82,83,52,40,54,99,67,62,77,84,82,ISFP,Menggambar,Kinestetik,Desain Grafis
85,78,65,48,51,95,66,61,62,76,71,INFP,Menggambar,Visual,Desain Grafis
81,70,64,41,63,96,76,65,81,70,75,ISFP,Fotografi,Kinestetik,Desain Grafis
80,86,50,46,51,90,67,79,62,81,76,INFP,Menggambar,Kinestetik,Desain Grafis
70,70,54,49,50,90,72,70,64,75,83,INFP,Menggambar,Visual,Desain Grafis
74,88,54,55,60,97,75,73,66,73,90,INFP,Fotografi,Kinestetik,Desain Grafis
80,75,58,60,58,97,62,65,80,77,80,ISFP,Fotografi,Auditori,Desain Grafis
85,81,54,40,50,91,71,64,66,86,73,ISFP,Menggambar,Kinestetik,Desain Grafis
86,74,53,47,55,91,64,74,75,72,81,ISFP,Fotografi,Auditori,Desain Grafis
81,87,64,49,56,92,71,74,74,73,80,ISFP,Fotografi,Auditori,Desain Grafis
86,75,63,49,65,97,75,66,80,77,84,ISFP,Fotografi,Auditori,Desain Grafis
71,82,64,57,61,97,71,63,72,77,81,ISFP,Fotografi,Auditori,Desain Grafis
84,74,56,43,52,100,66,64,68,74,86,ISFP,Fotografi,Visual,Desain Grafis
74,78,52,57,50,94,63,72,77,77,90,INFP,Menggambar,Kinestetik,Desain Grafis
90,81,53,49,57,94,70,76,75,75,88,ISFP,Fotografi,Kinestetik,Desain Grafis
74,73,53,43,52,91,61,62,64,77,73,INFP,Menggambar,Kinestetik,Desain Grafis
89,88,55,45,58,93,72,66,79,80,86,ISFP,Fotografi,Visual,Desain Grafis
72,85,51,47,50,94,63,70,79,79,82,INFP,Fotografi,Kinestetik,Desain Grafis
70,85,65,42,52,98,71,68,64,87,74,ISFP,Fotografi,Visual,Desain Grafis
81,70,61,58,52,96,65,73,60,90,75,INFP,Menggambar,Kinestetik,Desain Grafis
78,84,62,55,63,97,68,69,70,73,74,INFP,Fotografi,Auditori,Desain Grafis
83,83,62,56,53,95,75,62,64,72,73,ISFP,Menggambar,Auditori,Desain Grafis
72,70,64,56,56,96,72,61,75,76,76,INFP,Menggambar,Auditori,Desain Grafis
86,71,63,41,52,91,73,61,78,90,72,ISFP,Fotografi,Kinestetik,Desain Grafis
79,71,53,56,59,94,64,80,82,89,90,INFP,Fotografi,Kinestetik,Desain Grafis
72,90,62,52,58,98,75,60,82,88,80,ISFP,Fotografi,Visual,Desain Grafis
79,85,64,41,62,90,78,74,69,79,81,INFP,Fotografi,Auditori,Desain Grafis
74,72,50,43,64,100,69,79,76,72,78,ISFP,Menggambar,Visual,Desain Grafis
81,77,59,42,51,94,72,78,74,86,73,ISFP,Fotografi,Kinestetik,Desain Grafis
87,86,70,51,65,95,68,62,69,84,85,ISFP,Menggambar,Auditori,Desain Grafis
78,86,57,47,62,94,66,72,85,77,81,ISFP,Fotografi,Auditori,Desain Grafis
77,88,57,60,58,100,72,70,69,77,73,INFP,Menggambar,Visual,Desain Grafis
90,70,65,42,56,99,67,78,68,72,83,ISFP,Fotografi,Kinestetik,Desain Grafis
76,85,62,57,54,95,78,78,84,79,78,INFP,Menggambar,Auditori,Desain Grafis
73,78,67,41,55,91,65,74,75,82,79,INFP,Menggambar,Kinestetik,Desain Grafis
84,89,58,44,65,99,79,72,82,79,90,ISFP,Fotografi,Kinestetik,Desain Grafis
83,76,66,40,50,91,73,77,72,75,85,INFP,Menggambar,Visual,Desain Grafis
72,72,58,45,53,99,60,73,83,77,83,ISFP,Menggambar,Kinestetik,Desain Grafis
80,78,70,52,64,92,64,61,81,71,84,INFP,Fotografi,Visual,Desain Grafis
90,86,67,48,64,90,62,71,78,84,73,INFP,Menggambar,Visual,Desain Grafis
72,77,62,44,63,98,72,60,76,78,87,INFP,Fotografi,Kinestetik,Desain Grafis
82,72,59,55,60,90,77,77,68,70,83,INFP,Menggambar,Auditori,Desain Grafis
77,73,64,40,64,93,70,67,81,89,74,INFP,Menggambar,Auditori,Desain Grafis
72,81,61,49,58,100,62,70,66,86,85,INFP,Fotografi,Kinestetik,Desain Grafis
83,86,60,58,54,95,77,72,67,77,77,ISFP,Fotografi,Auditori,Desain Grafis
81,82,62,58,53,96,64,69,68,83,87,ISFP,Fotografi,Visual,Desain Grafis
77,84,54,57,63,90,68,75,77,83,88,ISFP,Fotografi,Kinestetik,Desain Grafis
71,77,67,40,57,96,61,63,77,74,79,INFP,Menggambar,Auditori,Desain Grafis
84,75,58,45,54,100,63,80,84,78,70,INFP,Menggambar,Visual,Desain Grafis
81,90,50,54,63,98,71,61,66,81,87,INFP,Fotografi,Kinestetik,Desain Grafis
73,86,66,55,59,100,79,65,69,88,80,INFP,Menggambar,Kinestetik,Desain Grafis
81,70,67,40,64,94,68,67,76,74,78,INFP,Menggambar,Auditori,Desain Grafis
85,74,50,47,56,95,67,71,78,80,85,INFP,Fotografi,Kinestetik,Desain Grafis
74,83,66,55,64,100,76,68,69,86,80,INFP,Fotografi,Auditori,Desain Grafis
76,85,63,60,65,92,75,63,71,84,75,ISFP,Fotografi,Visual,Desain Grafis
73,81,66,48,54,93,62,80,73,82,89,ISFP,Fotografi,Auditori,Desain Grafis
74,81,62,42,58,94,77,69,82,79,75,ISFP,Menggambar,Kinestetik,Desain Grafis
88,88,65,53,63,90,75,77,83,75,80,ISFP,Fotografi,Auditori,Desain Grafis
83,87,68,52,57,99,66,77,61,84,83,INFP,Fotografi,Kinestetik,Desain Grafis
79,79,59,60,58,93,68,63,62,75,74,ISFP,Menggambar,Kinestetik,Desain Grafis
89,85,50,55,57,93,67,80,72,75,74,ISFP,Fotografi,Kinestetik,Desain Grafis
84,88,53,51,65,96,62,77,82,81,76,ISFP,Fotografi,Auditori,Desain Grafis
71,80,62,56,62,95,77,74,72,72,76,ISFP,Menggambar,Visual,Desain Grafis
73,82,57,48,54,97,77,67,70,88,79,ISFP,Fotografi,Kinestetik,Desain Grafis
76,86,53,40,61,91,63,65,79,80,83,ISFP,Fotografi,Auditori,Desain Grafis
88,79,67,40,59,95,69,79,74,74,79,INFP,Menggambar,Auditori,Desain Grafis
73,83,64,56,55,90,69,74,78,88,70,INFP,Menggambar,Visual,Desain Grafis
71,86,53,50,58,94,69,78,65,81,89,ISFP,Fotografi,Visual,Desain Grafis
85,90,54,49,65,97,65,80,82,80,80,INFP,Menggambar,Auditori,Desain Grafis
81,86,61,45,56,90,77,70,67,84,81,ISFP,Fotografi,Visual,Desain Grafis
79,88,63,40,52,100,60,65,79,76,78,ISFP,Menggambar,Kinestetik,Desain Grafis
85,79,50,52,59,92,60,77,74,81,71,INFP,Menggambar,Visual,Desain Grafis
84,87,53,54,51,99,66,62,71,78,76,ISFP,Fotografi,Kinestetik,Desain Grafis
73,79,74,62,89,66,82,87,74,87,80,ESFP,Berkebun,Visual,Agribisnis
74,73,65,67,95,52,84,76,72,80,89,ESFP,Berkebun,Visual,Agribisnis
76,77,76,72,88,51,88,88,69,87,82,ESFP,Biologi,Kinestetik,Agribisnis
76,76,78,72,88,63,77,83,74,83,88,ISFJ,Biologi,Visual,Agribisnis
84,73,77,74,94,67,77,84,80,81,84,ISFJ,Biologi,Auditori,Agribisnis
85,70,78,63,92,70,77,79,67,79,85,ESFP,Biologi,Kinestetik,Agribisnis
72,71,66,73,95,63,81,80,70,81,88,ISFJ,Berkebun,Visual,Agribisnis
75,77,66,69,88,50,85,90,76,78,75,ESFP,Biologi,Visual,Agribisnis
83,74,73,61,86,54,87,77,84,87,82,ISFJ,Biologi,Kinestetik,Agribisnis
71,66,67,61,83,52,78,77,85,83,77,ESFP,Biologi,Auditori,Agribisnis
82,67,74,69,84,54,82,79,85,76,80,ISFJ,Biologi,Kinestetik,Agribisnis
76,77,69,65,91,53,77,77,82,88,80,ESFP,Berkebun,Auditori,Agribisnis
85,74,74,65,94,52,78,88,77,80,86,ISFJ,Berkebun,Auditori,Agribisnis
73,80,66,73,83,63,80,85,77,83,78,ISFJ,Berkebun,Kinestetik,Agribisnis
73,73,71,62,92,65,84,84,81,83,81,ESFP,Biologi,Auditori,Agribisnis
73,65,65,66,81,51,89,80,65,75,87,ESFP,Berkebun,Auditori,Agribisnis
81,75,72,69,86,57,80,90,80,89,85,ISFJ,Berkebun,Kinestetik,Agribisnis
83,68,77,66,88,61,81,85,84,75,89,ISFJ,Biologi,Visual,Agribisnis
72,67,73,69,94,68,84,89,78,79,77,ESFP,Biologi,Auditori,Agribisnis
78,79,69,60,90,64,76,89,80,75,80,ISFJ,Berkebun,Auditori,Agribisnis
73,73,65,61,84,66,77,85,76,87,88,ISFJ,Biologi,Auditori,Agribisnis
84,72,78,60,92,51,90,90,70,80,79,ISFJ,Berkebun,Kinestetik,Agribisnis
82,74,65,72,83,70,79,82,82,84,77,ISFJ,Biologi,Visual,Agribisnis
85,69,78,75,87,66,84,80,67,76,89,ISFJ,Biologi,Kinestetik,Agribisnis
74,68,79,65,83,59,89,87,65,85,78,ISFJ,Berkebun,Kinestetik,Agribisnis
73,73,79,71,86,69,79,77,81,80,89,ISFJ,Berkebun,Auditori,Agribisnis
83,78,74,66,87,67,79,77,73,82,90,ESFP,Biologi,Auditori,Agribisnis
70,74,78,73,81,54,75,75,71,79,80,ESFP,Berkebun,Kinestetik,Agribisnis
80,75,73,65,87,68,87,82,78,90,85,ESFP,Berkebun,Auditori,Agribisnis
72,71,66,62,89,54,80,84,74,86,90,ESFP,Berkebun,Auditori,Agribisnis
79,78,80,66,94,54,79,77,85,83,90,ISFJ,Berkebun,Auditori,Agribisnis
84,71,65,63,91,61,75,83,72,87,83,ISFJ,Biologi,Auditori,Agribisnis
83,69,72,74,80,53,86,75,82,81,90,ISFJ,Berkebun,Auditori,Agribisnis
82,75,79,63,85,50,83,78,80,77,79,ISFJ,Biologi,Kinestetik,Agribisnis
85,74,77,74,94,63,77,78,67,76,83,ESFP,Berkebun,Auditori,Agribisnis
77,75,72,61,80,62,80,84,65,77,80,ISFJ,Berkebun,Auditori,Agribisnis
71,79,76,62,92,67,83,77,83,81,87,ISFJ,Biologi,Auditori,Agribisnis
84,71,77,66,94,65,75,88,70,89,88,ISFJ,Biologi,Auditori,Agribisnis
81,65,66,74,88,65,88,79,80,79,88,ESFP,Berkebun,Visual,Agribisnis
85,77,68,60,95,51,87,82,78,84,76,ISFJ,Biologi,Kinestetik,Agribisnis
82,80,74,65,84,54,87,86,73,80,81,ISFJ,Biologi,Visual,Agribisnis
76,79,74,65,95,50,88,82,69,80,80,ESFP,Berkebun,Auditori,Agribisnis
71,65,75,69,85,60,86,82,78,83,90,ISFJ,Berkebun,Kinestetik,Agribisnis
80,65,80,70,84,70,79,88,67,88,78,ESFP,Biologi,Auditori,Agribisnis
78,67,72,70,82,61,78,84,75,81,82,ESFP,Berkebun,Visual,Agribisnis
72,65,75,68,86,50,89,79,79,75,90,ESFP,Berkebun,Kinestetik,Agribisnis
82,66,69,62,88,62,82,88,76,83,87,ISFJ,Biologi,Visual,Agribisnis
77,70,78,74,84,54,80,82,71,82,88,ISFJ,Biologi,Auditori,Agribisnis
81,68,77,70,93,51,82,84,66,83,77,ESFP,Berkebun,Auditori,Agribisnis
81,72,65,64,83,69,88,79,84,83,78,ISFJ,Berkebun,Auditori,Agribisnis
75,65,72,63,84,66,85,80,79,84,80,ESFP,Biologi,Visual,Agribisnis
72,80,65,69,95,66,76,86,83,81,85,ESFP,Biologi,Visual,Agribisnis
73,69,78,60,94,52,79,88,75,78,82,ISFJ,Berkebun,Auditori,Agribisnis
74,77,69,65,87,67,84,84,77,76,75,ISFJ,Berkebun,Kinestetik,Agribisnis
75,79,67,62,94,61,76,80,66,77,80,ISFJ,Berkebun,Visual,Agribisnis
81,73,79,61,84,61,85,81,72,78,77,ISFJ,Biologi,Visual,Agribisnis
75,72,77,71,92,70,77,85,75,82,84,ISFJ,Berkebun,Kinestetik,Agribisnis
83,76,78,63,89,54,86,75,84,82,79,ESFP,Berkebun,Kinestetik,Agribisnis
74,73,67,64,81,52,79,76,78,77,85,ESFP,Berkebun,Auditori,Agribisnis
80,73,69,68,87,69,85,79,79,78,90,ESFP,Berkebun,Visual,Agribisnis
73,65,73,60,94,61,76,78,80,76,77,ESFP,Berkebun,Kinestetik,Agribisnis
75,73,68,65,88,65,82,86,68,89,86,ISFJ,Biologi,Auditori,Agribisnis
81,80,75,61,88,67,83,75,75,78,82,ESFP,Berkebun,Visual,Agribisnis
84,78,70,66,85,66,84,84,69,76,77,ESFP,Berkebun,Kinestetik,Agribisnis
76,74,78,62,86,68,77,82,78,86,87,ESFP,Biologi,Visual,Agribisnis
74,68,79,60,90,60,90,79,72,75,75,ISFJ,Biologi,Visual,Agribisnis
80,73,71,72,85,62,88,84,70,80,83,ISFJ,Berkebun,Auditori,Agribisnis
83,79,76,61,88,67,88,81,78,79,75,ESFP,Berkebun,Visual,Agribisnis
71,66,76,60,88,57,79,79,71,76,85,ISFJ,Biologi,Visual,Agribisnis
74,79,78,69,93,61,82,78,74,75,83,ISFJ,Berkebun,Kinestetik,Agribisnis
76,72,73,74,87,70,84,78,74,81,84,ESFP,Berkebun,Kinestetik,Agribisnis
76,71,72,68,95,68,80,80,68,75,83,ISFJ,Berkebun,Auditori,Agribisnis
79,73,68,68,88,52,75,80,68,79,88,ESFP,Berkebun,Kinestetik,Agribisnis
73,70,80,60,93,64,76,81,71,76,90,ISFJ,Biologi,Kinestetik,Agribisnis
74,70,66,61,90,70,89,85,77,75,89,ESFP,Biologi,Auditori,Agribisnis
76,65,66,65,84,69,90,78,74,76,77,ESFP,Biologi,Kinestetik,Agribisnis
81,74,78,64,89,66,82,88,78,83,81,ISFJ,Berkebun,Kinestetik,Agribisnis
74,80,80,60,83,61,76,76,82,79,85,ESFP,Biologi,Visual,Agribisnis
74,68,78,67,92,68,79,87,84,88,85,ESFP,Berkebun,Kinestetik,Agribisnis
77,78,80,66,90,52,81,78,79,85,86,ISFJ,Berkebun,Visual,Agribisnis
77,67,75,62,84,58,80,86,66,83,78,ISFJ,Biologi,Auditori,Agribisnis
82,80,78,69,93,70,83,78,68,75,83,ESFP,Berkebun,Visual,Agribisnis
83,74,65,70,86,51,85,80,69,85,75,ESFP,Berkebun,Kinestetik,Agribisnis
81,76,71,64,80,57,85,76,85,82,79,ISFJ,Biologi,Auditori,Agribisnis
73,66,78,66,82,64,78,75,83,85,84,ISFJ,Biologi,Visual,Agribisnis
71,76,66,60,84,65,77,79,76,75,84,ISFJ,Biologi,Visual,Agribisnis
72,73,75,61,91,68,90,85,69,87,89,ISFJ,Biologi,Kinestetik,Agribisnis
81,74,72,60,87,65,77,90,74,77,78,ISFJ,Berkebun,Kinestetik,Agribisnis
83,65,66,64,83,53,84,89,80,84,76,ESFP,Biologi,Kinestetik,Agribisnis
73,77,69,66,82,58,89,81,79,85,83,ISFJ,Biologi,Kinestetik,Agribisnis
81,67,80,64,94,60,83,76,79,87,76,ISFJ,Berkebun,Visual,Agribisnis
79,77,71,61,87,67,75,79,69,79,76,ISFJ,Biologi,Kinestetik,Agribisnis
73,65,77,68,90,68,84,78,78,80,86,ESFP,Berkebun,Kinestetik,Agribisnis
83,79,75,71,95,69,81,75,84,79,89,ESFP,Berkebun,Visual,Agribisnis
81,78,80,61,93,61,89,76,78,84,90,ISFJ,Biologi,Kinestetik,Agribisnis
75,79,73,63,88,65,90,77,85,90,87,ESFP,Berkebun,Kinestetik,Agribisnis
76,67,73,63,83,52,75,75,79,87,83,ESFP,Berkebun,Auditori,Agribisnis
80,72,75,63,90,54,78,87,65,88,83,ESFP,Berkebun,Kinestetik,Agribisnis
70,79,72,68,89,52,87,83,76,83,80,ESFP,Biologi,Kinestetik,Agribisnis
81,71,71,70,81,66,85,87,83,83,87,ESFP,Berkebun,Auditori,Agribisnis
82,66,74,67,87,58,75,79,72,83,80,ESFP,Biologi,Auditori,Agribisnis
74,79,70,60,93,66,83,76,73,90,84,ISFJ,Berkebun,Visual,Agribisnis
70,68,65,60,81,66,88,81,68,82,79,ESFP,Biologi,Visual,Agribisnis
82,67,75,65,88,58,90,77,72,77,87,ISFJ,Biologi,Visual,Agribisnis
72,67,66,70,88,53,81,90,81,78,83,ESFP,Biologi,Visual,Agribisnis
81,68,73,69,93,58,79,77,69,83,85,ISFJ,Berkebun,Kinestetik,Agribisnis
70,76,80,60,86,63,87,84,78,80,84,ISFJ,Biologi,Auditori,Agribisnis
83,75,78,64,89,51,75,87,66,82,89,ESFP,Biologi,Visual,Agribisnis
72,77,75,64,93,63,89,75,67,83,79,ESFP,Berkebun,Kinestetik,Agribisnis
85,76,66,69,81,66,81,84,71,90,83,ESFP,Biologi,Visual,Agribisnis
78,66,74,70,86,62,82,85,76,81,89,ESFP,Berkebun,Visual,Agribisnis
82,80,66,61,83,61,84,86,70,85,77,ESFP,Berkebun,Kinestetik,Agribisnis
79,70,71,61,92,55,80,90,76,87,88,ESFP,Berkebun,Kinestetik,Agribisnis
75,74,71,75,83,52,83,90,82,75,84,ISFJ,Biologi,Visual,Agribisnis
74,73,74,70,93,67,76,77,71,87,84,ESFP,Biologi,Visual,Agribisnis
71,72,67,72,87,59,75,81,84,77,81,ESFP,Berkebun,Kinestetik,Agribisnis
81,68,71,63,81,60,88,76,77,86,84,ESFP,Biologi,Visual,Agribisnis
81,75,80,74,90,54,76,88,82,75,87,ESFP,Biologi,Visual,Agribisnis
74,80,79,68,83,68,86,84,67,87,86,ISFJ,Berkebun,Auditori,Agribisnis
75,77,78,72,93,64,81,89,73,82,79,ISFJ,Biologi,Visual,Agribisnis
76,68,68,74,92,52,75,80,71,87,83,ISFJ,Berkebun,Auditori,Agribisnis
81,67,72,66,92,62,88,77,77,78,75,ESFP,Biologi,Auditori,Agribisnis
